candle_begin_time_GMT8,open,high,low,close,volume,quote_volume,num,initiative_vol,initiative_quote_vol
2021-11-18 17:35:00,59226.7,59226.7,59075.23,59188.02,233.55222,13811165.678504998,7658.0,113.26423,6697993.0055205
2021-11-18 17:40:00,59188.02,59314.24,59170.06,59198.0,136.75357,8099816.2055589985,5032.0,75.28064,4458806.5931604
2021-11-18 17:45:00,59198.01,59306.28,59077.97,59112.69,168.99872,10002371.4929178,5543.0,68.73514,4068747.298
2021-11-18 17:50:00,59112.69,59302.7,59050.0,59085.53,220.57161,13043732.2240946,6558.0,116.63099,6897758.3640178
2021-11-18 17:55:00,59088.18,59465.49,58962.77,59274.49,636.42467,37678322.6554943,14832.0,271.77411,16101629.2810809
2021-11-18 18:00:00,59274.49,59551.59,59267.59,59537.68,255.12274,15163180.2363298,6941.0,161.12198,9576222.8404545
2021-11-18 18:05:00,59537.67,59537.68,59274.81,59311.06,129.61037,7692885.049906401,4992.0,53.62124,3182749.5457382
2021-11-18 18:10:00,59311.06,59314.37,59114.29,59162.78,115.37693,6830734.1747616,4497.0,56.14378000000001,3323501.4147239
2021-11-18 18:15:00,59162.78,59212.33,58981.18,59149.01,243.74135,14406760.231015302,7295.0,134.00864,7919916.384491901
2021-11-18 18:20:00,59149.02,59452.49,59027.58,59375.54,146.65045,8686992.4572512,5573.0,87.0866,5160015.232935402
2021-11-18 18:25:00,59374.47,59518.65,59285.62,59363.29,233.01357,13843455.5860808,5483.0,162.35827,9647776.8212496
2021-11-18 18:30:00,59363.28,59612.95,59332.02,59600.11,166.48798,9902381.1313062,5499.0,95.07304,5654761.73419
2021-11-18 18:35:00,59598.99,59625.99,59452.51,59463.37,116.05806,6908657.8834019,4207.0,55.76702,3319751.0168757006
2021-11-18 18:40:00,59463.37,59587.84,59421.36,59582.99,113.60363,6758560.3441687,3872.0,69.22265,4118172.2302516
2021-11-18 18:45:00,59582.98,59637.14,59523.37,59608.0,111.7685,6659319.505695201,4026.0,63.91738,3808149.6599816
2021-11-18 18:50:00,59608.0,59699.73,59538.66,59699.73,130.93303,7806320.3404621,4465.0,67.59354,4030085.7853653
2021-11-18 18:55:00,59699.72,59845.1,59628.27,59789.23,176.90194,10566760.8669765,5746.0,109.01987,6511891.6440577
