open,high,low,close,volume,quote_volume,num,initiative_vol,initiative_quote_vol
60662.84,60680.35,60317.42,60547.18,1123.2508400000002,67928834.4819437,31007.0,525.7126499999999,31791048.9444542
60547.19,60840.23,60131.57,60145.99,2777.92175,168036294.00568798,99675.0,1355.59737,82015117.065267
60146.0,60458.38,59334.23,59583.2,3931.0041499999998,235115118.70060155,129996.0,1918.81516,114774895.77433288
59583.2,60484.32,59404.75,60251.2,3757.12603,225521789.41061243,117969.0,1900.3371999999995,114053363.51058209
60251.2,60672.13,60092.86,60243.66,2458.6488499999996,148487611.91598338,93644.0,1207.8825600000002,72953158.2180943
60243.66,60575.08,59738.4,59850.88,2690.7253299999998,161826261.83679268,112548.0,1375.1182800000001,82711560.15094759
59850.88,60494.04,59620.66,60376.34,1987.0909199999999,119225394.61215469,76497.0,1001.4822199999999,60089274.56853851
60376.34,60976.0,60076.98,60539.99,3283.9317200000005,198762933.5194219,107263.0,1587.5909499999998,96107385.18445899
60540.0,60802.58,59850.0,59856.98,3486.7274600000005,210550008.80726925,98141.0,1671.69535,100927009.0848758
59855.85,60096.12,59550.15,59759.99,3749.0573900000004,224188676.08682406,157545.0,1824.5749399999993,109120471.70502608
59760.0,60035.46,59500.0,59701.75,2981.2593899999993,178021586.3896918,111354.0,1480.58173,88414695.45053549
59704.6,59840.89,59050.0,59085.53,2948.1071199999997,175178398.98513752,110150.0,1398.8827999999999,83129927.36990802
59088.18,59970.82,58962.77,59422.51,3944.376210000001,234590476.7903997,127338.0,2073.5848,123347355.59768417
59422.5,59935.0,58740.63,59173.12,6344.6719299999995,375981340.98718715,174432.0,2983.93992,176910162.52324152
59173.11,59486.0,57650.0,58111.38,9885.99022,579492268.3623738,285059.0,4551.97991,267046190.469052
58111.4,58486.09,56592.06,57678.94,12928.38662,743996734.1201,353167.0,6079.371510000001,349990356.1923881
57678.94,58328.27,57500.0,57874.01,4077.6933800000006,236200375.15282285,138658.0,2065.95694,119659666.5814907
57874.01,58484.94,57440.0,57557.0,3387.31847,196389143.75492248,117338.0,1614.5568000000003,93619825.95974092
57557.0,57651.68,56474.26,56754.04,5174.719830000001,294544981.52656573,178975.0,2421.94881,137868947.4428972
56754.05,57517.14,56625.8,56680.8,4223.15874,241251359.29632705,137450.0,2071.36034,118324644.51425931
56680.8,56943.0,55600.0,55825.51,6980.0100299999995,392013939.8951465,180413.0,3285.4581499999995,184564922.46130648
55825.51,56313.0,55778.03,56251.65,2134.70632,119650499.40819578,59679.0,1046.91024,58668017.525669
