candle_begin_time_GMT8,open,high,low,close,volume,quote_volume,num,initiative_vol,initiative_quote_vol
2021-11-18 11:10:00,60279.99,60321.75,60202.59,60230.02,123.61085,7448620.6941562,4443.0,70.86374,4269935.074241
2021-11-18 11:25:00,60230.01,60327.29,59998.0,60132.01,481.87947,28977207.6979102,15067.0,230.14073,13838568.5199714
2021-11-18 11:40:00,60132.01,60157.89,59850.0,59856.98,496.45516,29786636.6079713,16839.0,232.80459,13969259.832540601
2021-11-18 11:55:00,59855.85,59972.02,59777.65,59868.5,320.86483,19219699.8523088,13306.0,158.04489999999996,9468769.4008026
2021-11-18 12:10:00,59868.51,59932.28,59767.51,59888.08,381.51834,22835476.035657004,13278.0,195.23107,11685038.5913731
2021-11-18 12:25:00,59888.07,60096.12,59631.74,59698.95,1164.40883,69664420.2382513,42963.0,558.66805,33431169.9596432
2021-11-18 12:40:00,59698.95,59977.97,59689.38,59833.23,466.4484,27910036.81601569,18267.0,231.18023,13833193.490316395
2021-11-18 12:55:00,59833.22,59839.84,59550.15,59693.59,551.64588,32917274.471249,20880.0,255.50237,15248412.185037805
2021-11-18 13:10:00,59684.75,59816.86,59610.95,59666.48,366.89435,21907150.2288922,17968.0,176.64546,10547306.694192
2021-11-18 13:25:00,59666.49,59852.58,59643.6,59818.88,248.78211,14868591.899778,15314.0,125.98784,7529236.5712314015
2021-11-18 13:40:00,59818.88,59906.85,59717.33,59759.99,248.49465,14866026.544672102,15569.0,123.31501999999999,7377344.8124295985
2021-11-18 13:55:00,59760.0,59843.71,59690.0,59691.38,312.70591,18685414.9173446,14193.0,146.54698,8756803.385852
2021-11-18 14:10:00,59690.01,60035.46,59590.01,59873.02,398.44117,23824047.66769769,16884.0,210.43718,12583601.1227034
2021-11-18 14:25:00,59873.01,59874.24,59661.92,59839.45,259.43562000000003,15508977.643435702,11351.0,123.59324,7388666.057937799
2021-11-18 14:40:00,59839.45,59839.45,59625.0,59644.96,321.71489,19215075.513366494,13327.0,174.98238999999995,10451099.0171819
2021-11-18 14:55:00,59644.95,59886.33,59584.25,59796.8,435.70483,26022720.32246669,14616.0,229.3541,13699550.6638645
2021-11-18 15:10:00,59790.83,59793.78,59591.83,59620.01,352.44349,21035982.5793767,11799.0,157.85647,9420922.3306042
2021-11-18 15:25:00,59620.01,59713.12,59500.0,59580.2,479.48596,28573173.631090004,15262.0,220.70927999999998,13152188.0833068
2021-11-18 15:40:00,59580.2,59798.99,59532.3,59701.75,421.32752000000005,25156194.1149139,13922.0,217.10209,12961864.7890849
2021-11-18 15:55:00,59704.6,59840.89,59520.02,59607.78,327.79755,19561809.9187189,12734.0,159.32332,9508583.9752747
2021-11-18 16:10:00,59607.79,59777.68,59471.02,59698.87,285.30727,17005299.4605522,11546.0,147.68528,8804496.9070983
2021-11-18 16:25:00,59698.88,59824.26,59536.85,59557.0,269.55495,16087807.519804798,10438.0,117.65529999999998,7023504.931608003
2021-11-18 16:40:00,59549.15,59595.48,59470.0,59509.99,225.94629,13448550.891249001,9706.0,101.2634,6027279.4659068985
2021-11-18 16:55:00,59509.99,59742.73,59380.0,59420.48,352.0167,20957989.4431376,13776.0,165.73939,9868772.659947198
2021-11-18 17:10:00,59420.48,59474.15,59242.42,59297.77,456.06069,27070994.607931204,16405.0,219.01992,13001390.6012012
2021-11-18 17:25:00,59297.77,59397.4,59075.23,59188.02,505.09977000000003,29900027.2211724,18412.0,227.54942000000003,13470586.5736935
2021-11-18 17:40:00,59188.02,59314.24,59050.0,59085.53,526.3239,31145919.9225714,17133.0,260.64677,15425312.255178202
2021-11-18 17:55:00,59088.18,59551.59,58962.77,59311.06,1021.15778,60534387.94173051,26765.0,486.51733,28860601.667273603
2021-11-18 18:10:00,59311.06,59452.49,58981.18,59375.54,505.76873,29924486.8630281,17365.0,277.23902000000004,16403433.0321512
2021-11-18 18:25:00,59374.47,59625.99,59285.62,59463.37,515.5596099999998,30654494.6007889,15189.0,313.19833,18622289.5723153
