open,high,low,close,volume,quote_volume,num,initiative_vol,initiative_quote_vol
0.240402,0.240454,0.239181,0.239356,144145.0,6012275.881450471,1236.0,72466.0,3023323.98682172
0.239335,0.239378,0.237825,0.238311,243696.0,10219083.83372611,1439.0,129199.0,5418088.59155697
0.238312,0.241762,0.238312,0.241762,503085.0,20911659.177809097,3243.0,250568.0,10418158.22724903
0.241762,0.241762,0.240033,0.240218,181801.0,7551850.37292649,1696.0,78808.0,3274710.9301235704
0.240255,0.240547,0.239537,0.239537,255266.0,10632477.98435727,1945.0,113880.0,4743638.71854998
0.239537,0.240703,0.239286,0.239606,235513.0,9821360.57409064,2019.0,112143.0,4677356.541830181
0.239634,0.240444,0.239192,0.240436,129430.0,5396469.89427519,1109.0,68688.0,2864657.0380576905
0.240369,0.240899,0.239722,0.240782,140598.0,5849964.176008411,1214.0,72465.0,3014517.48016796
0.240741,0.241013,0.239129,0.239295,214485.0,8935949.30679404,1858.0,95490.0,3978993.75138433
0.239277,0.239625,0.238765,0.238923,120647.0,5044190.36754153,1352.0,56846.0,2377108.68501495
0.238924,0.23922,0.238258,0.238599,142565.0,5972889.3067931095,1497.0,67108.0,2811753.57225555
0.238639,0.238796,0.237517,0.237517,361641.0,15187880.05719529,2836.0,152144.0,6390299.34455146
0.237517,0.238635,0.237505,0.238431,171552.0,7205456.455964161,1334.0,107468.0,4513306.9866651
0.238431,0.238498,0.237721,0.238033,154421.0,6486551.201587839,1161.0,67184.0,2822485.10288084
0.238041,0.238988,0.2352,0.235915,824423.0,34883732.95722091,5968.0,392562.0,16609345.98497895
0.235916,0.236875,0.235672,0.235947,316050.0,13370999.708752789,2682.0,157322.0,6656808.083547111
0.235947,0.235947,0.234192,0.234631,490273.0,20864914.969316572,2992.0,207196.0,8818957.60130841
0.234631,0.235603,0.23437,0.234511,208489.0,8873712.29059555,1736.0,100865.0,4293128.57593019
0.234511,0.235653,0.234469,0.235487,89912.0,3823160.53485112,963.0,44217.0,1880478.03177827
0.235533,0.235725,0.23464,0.234839,134660.0,5724180.39224657,1288.0,65044.0,2765328.6192156803
0.234892,0.235176,0.234306,0.234353,148121.0,6308964.132645579,1267.0,74995.0,3195623.1747947303
0.23429,0.235099,0.233349,0.23503,278534.0,11892959.183028951,1951.0,114624.0,4891941.25202698
0.235029,0.235121,0.234089,0.234967,135369.0,5767608.535122439,1288.0,69201.0,2949474.28024755
0.234967,0.235135,0.23372,0.233754,140556.0,5994835.21489718,1263.0,67951.0,2898667.32746298
0.233753,0.23487,0.233649,0.234435,208313.0,8895596.13651558,1859.0,111486.0,4762661.76856594
0.234571,0.234816,0.233769,0.234166,152530.0,6509685.255938331,1309.0,69889.0,2984084.19086573
0.234037,0.234072,0.232606,0.232957,288984.0,12385097.903146189,2056.0,94401.0,4046896.9958253996
0.232957,0.234413,0.232792,0.233832,213705.0,9137727.08973524,1825.0,111709.0,4777899.79638591
0.233832,0.2354,0.23355,0.233682,253191.0,10801960.05377122,1885.0,124701.0,5319357.67218457
0.233722,0.234196,0.232734,0.233795,319262.0,13677145.1132196,2246.0,136600.0,5850643.01180489
0.233803,0.234416,0.232952,0.233027,148993.0,6374415.18413825,1476.0,77285.0,3307295.50331494
0.233002,0.233063,0.231971,0.232061,314860.0,13542911.15228147,2056.0,99227.0,4267570.37740196
0.23206,0.233228,0.231029,0.231495,315626.0,13595926.24227507,2914.0,144135.0,6208072.92574303
0.23145,0.231942,0.230139,0.230905,463736.0,20073768.36410576,3792.0,184110.0,7970371.132678529
0.230905,0.23131,0.22866,0.23019,574210.0,24990332.39352192,4361.0,233582.0,10164723.74714544
0.230249,0.230808,0.229538,0.229538,260323.0,11309829.91138585,2738.0,133850.0,5815107.83828175
0.229437,0.23194,0.229086,0.231106,420810.0,18221905.410795398,4684.0,199297.0,8631546.04422433
0.231107,0.2321,0.230101,0.231551,314507.0,13624607.655427821,2932.0,147003.0,6368839.46781914
0.231556,0.232656,0.231183,0.2322,237519.0,10236537.61868767,3201.0,118528.0,5108830.21118981
0.232145,0.233272,0.232072,0.233272,142383.0,6117481.46304321,2290.0,81023.0,3481209.91324209
0.233271,0.233415,0.232414,0.232682,230812.0,9904535.00912551,2654.0,115260.0,4946144.22347166
0.232683,0.232722,0.231475,0.231666,124556.0,5368216.10454728,1482.0,53171.0,2292305.30304237
0.231586,0.23267,0.231332,0.231332,228651.0,9853730.27703673,1775.0,130617.0,5629222.75123981
0.231331,0.2335,0.23078,0.231591,422314.0,18209671.38028653,3098.0,203915.0,8792168.99576239
0.231616,0.231616,0.229769,0.231085,318376.0,13802654.59307424,2814.0,148933.0,6458979.87748302
0.231202,0.233046,0.230703,0.231982,377695.0,16290036.94329094,3650.0,173468.0,7483638.20896599
0.231955,0.232494,0.2309,0.231058,181145.0,7819787.531550109,1890.0,95529.0,4125247.1336456304
0.231057,0.231657,0.229934,0.229934,158803.0,6876537.46274621,1757.0,84686.0,3668010.57637494
0.229902,0.230954,0.229721,0.229977,295017.0,12815801.80006057,2671.0,146169.0,6351137.67178017
0.229977,0.229998,0.226902,0.227602,643921.0,28201510.19352123,4291.0,227061.0,9942112.23283472
0.2276,0.230448,0.225893,0.230448,1019503.0,44728294.478064746,7393.0,494775.0,21700938.82954799
0.230449,0.2305,0.228727,0.228912,860503.0,37446843.53207275,5035.0,292498.0,12731579.05906979
0.228911,0.229829,0.227829,0.229692,371211.0,16225089.927136919,2871.0,197320.0,8624662.14890891
0.229605,0.229838,0.227939,0.22865,301615.0,13193066.289658278,2421.0,158623.0,6940247.23384503
0.2286,0.228734,0.227261,0.228149,345840.0,15176110.60035631,2698.0,185455.0,8137465.828577939
0.228097,0.228359,0.226777,0.227088,332108.0,14606705.97661585,2731.0,141840.0,6236824.62300234
0.227006,0.228309,0.226794,0.227662,361374.0,15876994.09088902,3413.0,182457.0,8016806.68409683
0.22763,0.227705,0.222,0.222368,1405375.0,62614827.143393934,11225.0,517163.0,23033794.409977302
0.222367,0.229275,0.2206,0.228316,2640895.0,117035337.81567942,21188.0,1239940.0,54985987.19565042
0.228384,0.228574,0.224,0.224172,889262.0,39324556.29952898,7484.0,453031.0,20031025.243363492
0.22415,0.22499,0.2225,0.22381,1015044.0,45383083.48537773,8956.0,500335.0,22368869.350950792
0.223844,0.225514,0.221,0.22264,751653.0,33686222.39282272,6450.0,318723.0,14282794.70913105
0.222663,0.223579,0.22075,0.222856,1147919.0,51666227.20585783,9709.0,559900.0,25198305.841126673
0.222857,0.223977,0.221301,0.222795,805286.0,36181058.305676505,7103.0,385659.0,17333784.27084324
0.22287,0.222955,0.217457,0.217553,1717861.0,78171200.41201012,12326.0,698184.0,31757280.269497454
0.217512,0.221903,0.215001,0.22171,1865813.0,85646273.61928841,13524.0,833239.0,38215327.91688206
0.221695,0.227818,0.22153,0.226115,1208189.0,53755802.977390766,9002.0,673751.0,29988952.56867611
0.226162,0.22639,0.223884,0.224282,465936.0,20698445.108070802,3887.0,231958.0,10303589.376799509
0.224312,0.226199,0.223722,0.226178,397666.0,17694570.82977751,3443.0,213829.0,9516119.55891131
0.226179,0.226754,0.224544,0.226369,460343.0,20396953.16366363,3446.0,215926.0,9566094.404061418
0.226224,0.228468,0.225506,0.226139,401817.0,17686484.53394177,3190.0,224634.0,9888172.80885927
0.226138,0.227599,0.225555,0.22747,251303.0,11104131.49932958,1984.0,121592.0,5374691.14488678
0.227432,0.228067,0.226894,0.227896,322109.0,14164107.99334839,2055.0,124585.0,5479641.24764104
0.227872,0.227998,0.226895,0.227487,295714.0,13002772.636202678,1975.0,158373.0,6964646.47143393
0.227487,0.228199,0.226722,0.22777,334563.0,14708086.636839412,2281.0,164321.0,7225453.04031502
0.227796,0.227818,0.22625,0.226764,273818.0,12066763.162762959,2010.0,129216.0,5695795.44014151
0.226829,0.227082,0.225502,0.225659,160887.0,7110198.002154401,1453.0,70211.0,3102320.03469933
0.225618,0.226894,0.225341,0.226843,215674.0,9544158.38844174,1773.0,122602.0,5426054.119930469
0.226759,0.226884,0.225461,0.226192,175304.0,7752440.15974248,1229.0,81782.0,3617230.8168374198
0.226279,0.227949,0.225909,0.227199,178019.0,7837619.06538251,1704.0,93549.0,4119363.59550764
0.227157,0.227482,0.225806,0.226534,167710.0,7403243.72499545,1529.0,83977.0,3708087.67051805
0.22651,0.227183,0.225613,0.225634,107233.0,4736953.88514767,1027.0,54251.0,2397438.48234023
0.225613,0.225885,0.224652,0.224791,172346.0,7653780.087903969,1477.0,89924.0,3993520.31001026
0.224791,0.224989,0.223044,0.223587,219812.0,9806854.58572801,1835.0,87496.0,3901338.1391276596
0.223616,0.223924,0.221431,0.221897,250609.0,11248408.83499669,2279.0,116790.0,5241456.42668811
0.221919,0.223542,0.220888,0.222904,332210.0,14951162.11457811,2994.0,161050.0,7243993.050829381
0.222912,0.224717,0.222103,0.222104,187217.0,8374088.537077771,1261.0,86440.0,3865565.22197895
0.222104,0.222104,0.220253,0.221102,456546.0,20659980.51076188,3403.0,190253.0,8609453.31344066
0.221102,0.22231,0.220229,0.221546,434445.0,19645262.79673692,3630.0,205346.0,9285683.93523473
0.221553,0.221999,0.220268,0.221915,290149.0,13117812.580689631,2734.0,142003.0,6420814.60645854
0.222,0.222474,0.220674,0.222102,243864.0,11002835.9716109,2221.0,117101.0,5285784.18377235
0.222155,0.222191,0.219544,0.220332,408083.0,18499535.96570891,3530.0,178347.0,8085694.57454285
0.220293,0.222893,0.219462,0.221113,730770.0,33039576.28634052,6201.0,334030.0,15110122.19780637
0.221165,0.222425,0.2206,0.220732,552947.0,24955281.210807677,6302.0,249281.0,11251344.42818447
0.220778,0.224183,0.220623,0.223634,457243.0,20534982.23043909,5071.0,228694.0,10269257.78833673
0.223612,0.2246,0.223023,0.224142,375939.0,16799790.686325923,4280.0,173692.0,7761743.44682904
0.224019,0.22497,0.223412,0.223665,333980.0,14893635.60072206,3469.0,168340.0,7508300.10840662
0.223665,0.224477,0.222838,0.223116,335755.0,15019106.13662815,3111.0,154942.0,6931818.1401578095
0.223116,0.223141,0.222251,0.222587,306898.0,13784268.50073674,2437.0,147697.0,6634458.44850457
0.222606,0.222949,0.220932,0.221164,501163.0,22609147.94829254,4422.0,244762.0,11042786.51364706
0.221165,0.221905,0.220533,0.220549,428921.0,19387700.69153178,4323.0,206654.0,9342205.912435891
0.22055,0.222561,0.220366,0.222453,572779.0,25883682.82094346,4990.0,298837.0,13502960.420656899
0.222453,0.222453,0.220395,0.220395,304669.0,13779283.532808218,2650.0,144146.0,6522017.47984842
0.220379,0.220784,0.216614,0.216831,892708.0,40854605.488327965,5842.0,381247.0,17450092.69811189
0.216803,0.218129,0.215888,0.217899,798788.0,36802420.020583756,6372.0,391900.0,18057282.60037204
0.2179,0.219141,0.217764,0.218012,327107.0,14972200.32867686,2677.0,137021.0,6272754.95959937
0.218012,0.219044,0.217558,0.218054,472337.0,21625402.20424758,3722.0,254409.0,11649658.88549999
0.21808,0.21808,0.216662,0.217801,432335.0,19887001.83813959,3537.0,198573.0,9133895.77250074
0.217796,0.219532,0.217537,0.219256,224753.0,10277570.58951161,2141.0,118120.0,5402585.022871289
0.219311,0.220535,0.218815,0.220244,196309.0,8927557.44353863,1997.0,110049.0,5004026.5561161395
0.220263,0.220825,0.21998,0.220795,191925.0,8710119.51518661,1733.0,96176.0,4365515.12243899
0.220777,0.221432,0.220468,0.221309,208774.0,9445444.71230037,1940.0,105726.0,4783994.71686876
0.22136,0.22193,0.221005,0.221525,120291.0,5430077.793074179,1375.0,53988.0,2437926.14568587
