candle_begin_time_GMT8,open,high,low,close,volume,quote_volume,num,initiative_vol,initiative_quote_vol
2021-11-04 09:55:00,562.1,564.3,555.7,557.8,64764.284000000014,36268240.3088,68196.0,32024.13699999999,17937882.2994
2021-11-04 11:55:00,557.8,561.4,556.5,556.8,62111.333000000006,34743166.410500005,65112.0,31691.394999999997,17728591.5629
2021-11-04 13:55:00,556.9,561.5,554.7,555.2,88276.50300000001,49291741.05169998,66290.0,44050.560000000005,24601696.251599997
2021-11-04 15:55:00,555.2,557.8,550.0,554.8,140620.619,77762285.6399,109740.0,72480.479,40084134.24700001
2021-11-04 17:55:00,554.8,559.4,552.8,555.4,90371.848,50223574.245,77435.0,46280.903000000006,25722702.5887
2021-11-04 19:55:00,555.3,559.9,554.6,558.2,99673.567,55591001.9074,94116.0,51574.001000000004,28768660.11040001
2021-11-04 21:55:00,558.3,559.7,544.4,546.3,144662.995,79812368.92949998,114348.0,70054.10399999999,38660514.9279
2021-11-04 23:55:00,546.4,550.7,543.6,547.1,97040.70400000003,53146492.57219999,90521.0,47464.006,25999074.427700005
2021-11-05 01:55:00,547.1,553.1,544.8,552.4,80684.722,44381902.6502,81298.0,41067.347,22593418.335599996
2021-11-05 03:55:00,552.4,557.8,551.1,557.5,58664.732999999986,32556644.249300003,68082.0,30893.232999999993,17145839.342199996
2021-11-05 05:55:00,557.5,559.3,555.0,558.9,56355.64599999999,31429466.991399996,54955.0,29773.929000000004,16606116.321899997
2021-11-05 07:55:00,559.0,560.5,554.1,559.7,78353.87000000001,43703766.73979999,58215.0,39487.48300000001,22028516.969699997
2021-11-05 09:55:00,559.7,579.4,559.5,578.5,165030.95979999998,93950066.250417,137446.0,89179.95130000002,50758036.512117006
2021-11-05 11:55:00,578.6,590.8,578.1,588.0,221541.24859999996,129593182.48684098,147961.0,120665.3383,70578840.822101
2021-11-05 13:55:00,588.0,593.8,587.0,592.4,128687.23549999998,75945624.179185,94135.0,66769.45450000002,39399591.439085
2021-11-05 15:55:00,592.4,596.5,586.7,591.5,154648.38979999998,91456537.126755,120852.0,77833.9761,46025899.757654995
2021-11-05 17:55:00,591.5,616.9,591.1,605.6,516085.58859999996,312378272.30915594,319165.0,276834.51930000004,167492764.031096
2021-11-05 19:55:00,605.7,610.7,602.3,609.3,146050.914,88652165.8993,135302.0,71991.20600000002,43699951.61290001
2021-11-05 21:55:00,609.3,609.9,595.5,599.4,150088.15400000004,90402919.54859999,128381.0,71471.54900000001,43046635.21139999
2021-11-05 23:55:00,599.4,614.9,598.8,609.5,160230.18800000002,97544221.41929999,120338.0,85163.51400000001,51841462.431
2021-11-06 01:55:00,609.4,612.8,603.5,606.4,108231.822,65951961.2676,88589.0,51211.53200000001,31210907.905899998
2021-11-06 03:55:00,606.4,609.6,600.9,605.5,88491.237,53562241.260999985,79029.0,42949.802,26000457.898999996
2021-11-06 05:55:00,605.5,607.9,602.1,607.9,70642.68,42773340.92150001,63249.0,36731.06500000001,22240201.2305
2021-11-06 07:55:00,607.8,616.0,603.2,610.6,124732.422,76138128.3722,88471.0,63230.186,38595343.5838
2021-11-06 09:55:00,610.6,610.7,601.5,607.9,114833.757,69595228.60800003,68677.0,50818.9,30787921.3532
2021-11-06 11:55:00,608.0,617.3,606.2,617.0,80005.2279,48856581.299471,60343.0,40727.211899999995,24870542.712371
2021-11-06 13:55:00,617.1,623.9,613.4,616.0,166202.7358,102747892.864737,138427.0,79514.0345,49160861.621636994
2021-11-06 15:55:00,616.0,621.8,615.2,617.0,113845.05099999999,70383263.02270001,79010.0,58166.954,35961342.4673
2021-11-06 17:55:00,617.1,618.5,600.3,602.9,173847.46,105778727.49640003,115895.0,84776.85100000001,51593278.148399994
2021-11-06 19:55:00,603.0,606.0,595.1,604.0,144146.38599999994,86699640.83649999,98087.0,70695.80599999998,42533121.4327
2021-11-06 21:55:00,603.9,614.0,603.0,612.3,109119.13799999999,66434091.4326,103780.0,60253.98399999999,36684493.437400006
2021-11-06 23:55:00,612.3,616.9,609.6,616.5,77602.67000000001,47580705.49820001,75191.0,39363.40900000001,24134371.1415
2021-11-07 01:55:00,616.6,625.3,616.1,623.4,101133.7561,62740146.881312005,100071.0,51354.68709999999,31861497.903411996
2021-11-07 03:55:00,623.4,629.9,622.9,628.7,81218.76450000002,50883805.52996,107610.0,41418.3505,25949229.311960004
2021-11-07 05:55:00,628.7,635.8,626.5,635.1,78515.14689999999,49583927.964540996,92497.0,40071.4929,25304103.054961003
2021-11-07 07:55:00,635.0,642.2,630.5,640.4,115421.2882,73492299.558789,114501.0,59582.98790000001,37944584.130849
2021-11-07 09:55:00,640.3,649.2,636.1,645.4,162852.11859999996,105029585.85942005,110184.0,82735.2581,53360775.66872001
2021-11-07 11:55:00,645.4,659.7,645.4,657.4,156754.3802,102499812.50272498,121338.0,82990.44840000001,54253528.120474994
2021-11-07 13:55:00,657.4,668.5,654.7,657.3,177537.91199999995,117561381.31257002,140541.0,89028.0719,58953054.360640004
2021-11-07 15:55:00,657.4,668.2,657.0,666.6,149942.572,99593057.7979,102696.0,75965.67300000002,50458958.790699996
2021-11-07 17:55:00,666.6,669.3,659.5,661.6,127095.54149999999,84413632.93489899,115798.0,61878.00949999999,41101606.476049006
