candle_begin_time_GMT8,open,high,low,close,volume,quote_volume,num,initiative_vol,initiative_quote_vol,signal,strategy_name,para,time_interval,offset_time,account_name,symbol
2021-12-12 23:40:00,563.4,563.8,561.2,562.5,5571.272,3132909.8439,4966.0,2541.117,1428889.6806,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-12 23:55:00,562.6,563.1,561.1,561.6,6748.147999999999,3791893.8764,5199.0,3646.985,2049244.9888,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 00:10:00,561.6,561.8,560.5,561.4,6524.973000000001,3661601.56,5366.0,2927.5600000000004,1642967.9015000004,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 00:25:00,561.4,563.7,561.1,563.7,4965.402,2793212.8007000005,4825.0,2685.139,1510668.9548,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 00:40:00,563.7,563.8,562.7,563.6,4270.33,2405441.5653,4057.0,2044.8410000000001,1151862.183,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 00:55:00,563.6,568.0,563.4,567.2,13706.818000000001,7759403.4909999985,8305.0,7907.751,4476884.8673,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 01:10:00,567.2,569.2,567.0,568.2,8147.903,4629809.9072,6749.0,3937.243,2237165.6321,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 01:25:00,568.2,568.2,564.8,566.8,7134.986999999999,4039130.1015,6169.0,3487.45,1974150.8844,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 01:40:00,566.7,568.8,566.0,568.8,6967.595,3954048.566,5838.0,3727.402,2115282.5407,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 01:55:00,568.8,571.1,568.4,571.1,10701.335,6095539.234099999,8652.0,6159.103999999998,3508754.8417,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 02:10:00,571.2,573.2,570.6,572.3,11892.48,6804713.200900001,10423.0,6148.554,3518264.1051000007,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 02:25:00,572.3,573.6,571.0,571.9,8859.187,5070024.3982,7422.0,4273.285,2445956.7852,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 02:40:00,571.8,572.2,570.1,571.0,6064.163000000001,3462900.2541,5283.0,3097.5170000000003,1768953.4258,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
2021-12-13 02:55:00,571.1,573.2,570.4,572.6,6207.795999999999,3551468.7838,6055.0,3482.5490000000004,1992216.2338,1,real_signal_para,[1],15m,15m,son3,BNBUSD_PERP
