candle_begin_time_GMT8,open,high,low,close,volume,quote_volume,num,initiative_vol,initiative_quote_vol,signal,strategy_name,para,time_interval,offset_time,account_name,symbol
2021-12-13 14:55:00,3.4146,3.4226,3.39,3.3925,619862.0,2110800.3175,6449.0,252952.0,862238.4198,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 15:10:00,3.3944,3.4096,3.3735,3.3939,521165.0,1766702.5399000002,4944.0,278033.0,942692.6335,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 15:25:00,3.3939,3.4285,3.3921,3.405,331788.0,1132707.0129,2801.0,154371.0,527035.0504000001,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 15:40:00,3.405,3.4076,3.3823,3.4034,375313.0,1275241.4448,2967.0,189153.0,642700.0843,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 15:55:00,3.4033,3.4216,3.3789999999999996,3.4029,610211.0,2076103.3944,4128.0,247482.0,841393.9667,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 16:10:00,3.403,3.44,3.4025,3.4234,440167.0,1507770.8741,3775.0,215529.0,738268.6375,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 16:25:00,3.4233,3.4464,3.415,3.4345,302359.0,1037581.9315,2683.0,151232.0,518943.3196,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 16:40:00,3.4346,3.4714,3.4313,3.4595,517704.0,1786606.6592,4149.0,305270.0,1053915.0945,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 16:55:00,3.4591,3.4591,3.4114,3.4121,339918.0,1167244.6483,3410.0,138807.0,476317.5013,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 17:10:00,3.4113,3.4257,3.3966,3.4172,363572.0,1240085.9837,2748.0,203339.0,694126.5634,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 17:25:00,3.4172,3.4219,3.3994,3.4128,261188.0,890048.4887999998,1834.0,95152.0,324426.6562,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 17:40:00,3.4138,3.4330000000000003,3.4044,3.4268,165275.0,565395.7737,1612.0,104197.0,356539.576,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-13 17:55:00,3.427,3.4329,3.4028,3.4165,199734.0,682814.2823000001,1678.0,111352.0,380719.4795,,real_signal_none,[20],15m,15m,son3,MANAUSD_PERP
2021-12-14 09:55:00,3.1557,3.1724,3.1476,3.1642,354000.0,1119634.2945,2512.0,143411.0,453559.6645,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 10:10:00,3.1637,3.18,3.135,3.1389,460164.0,1455104.8489,3006.0,201641.0,637628.108,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 10:25:00,3.1397,3.1741,3.1295,3.1698,334972.0,1054036.9447,2430.0,169194.0,532621.4301,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 10:40:00,3.1706,3.1718,3.1392,3.1667,215231.0,679381.4594,1758.0,103599.0,327365.5917,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 10:55:00,3.1671,3.185,3.1582,3.1788,301385.0,956720.5952,2553.0,168226.0,534154.6035,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 11:10:00,3.1792,3.1837,3.1484,3.1505,167857.0,531348.3533,1681.0,79786.0,252613.0709,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 11:25:00,3.1504,3.1742,3.1434,3.1443,178443.0,563575.5178,1715.0,82527.0,260762.1429,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 11:40:00,3.1443,3.158,3.1303,3.1357,212956.0,669027.8182,2152.0,101477.0,318725.5151,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 11:55:00,3.1356,3.1751,3.1346,3.1748,228617.0,722544.8908,2010.0,124999.0,394957.9696,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 12:10:00,3.1748,3.18,3.1608,3.1660000000000004,170562.0,540782.5453,1642.0,95532.0,302927.0539,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 12:25:00,3.1660000000000004,3.178,3.1536,3.1564,183499.0,580866.5517,1620.0,83665.0,264938.7941,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 12:40:00,3.155,3.1624,3.137,3.1383,458831.0,1445069.3648,2501.0,226537.0,713800.9693,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 12:55:00,3.1381,3.1601,3.1364,3.1409,250434.0,787360.422,1729.0,142987.0,449455.4737,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 13:10:00,3.1409,3.1508,3.1319999999999997,3.1376,336218.0,1056143.4385,1912.0,143127.0,449499.52429999993,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 13:25:00,3.1385,3.1718,3.1374,3.1609,252096.0,796548.4475,1933.0,148140.0,468007.0941000001,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 13:40:00,3.1599,3.1727,3.1202,3.1213,502732.0,1581152.2148000004,3049.0,267541.0,842139.3433000002,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 13:55:00,3.1217,3.1369,3.1023,3.1153,674648.0,2101884.8444000003,4900.0,294943.0,919408.5038,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 14:10:00,3.1168,3.1210000000000004,3.0428,3.0793,1486292.0,4572838.6170999985,12611.0,703036.0,2161603.7088,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 14:25:00,3.0792,3.0875,3.0501,3.0786,540584.0,1660699.5409,4552.0,242181.0,743846.8091,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 14:40:00,3.0786,3.0848,3.0481,3.0839,571892.0,1752348.8802,4431.0,268506.0,822663.5894,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 14:55:00,3.0837,3.1197,3.0748,3.1003,668396.0,2070955.8489,5300.0,348597.0,1080635.7365,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 15:10:00,3.1005,3.1238,3.0931,3.1179,272817.0,848590.9732,2231.0,156211.0,486182.5004,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 15:25:00,3.1180000000000003,3.1395,3.1095,3.1382,296479.0,926641.923,2364.0,170912.0,534163.3096,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 15:40:00,3.138,3.1681,3.1274,3.1656,444378.0,1401031.6299,3660.0,222406.0,701209.9625,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 15:55:00,3.1666,3.1814,3.1555,3.1741,471506.0,1494241.2028,3571.0,257819.0,817084.569,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 16:10:00,3.1743,3.1912,3.1573,3.1825,533686.0,1695395.8735,3367.0,264879.0,841594.6771,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 16:25:00,3.1830000000000003,3.2322,3.1742,3.2126,636405.0,2037894.6815,5991.0,320049.0,1024936.7193,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 16:40:00,3.2139,3.2337,3.207,3.233,388523.0,1251355.798,2877.0,204962.0,660044.2519,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 16:55:00,3.2338,3.2617,3.2134,3.215,718457.0,2328172.8588,5796.0,322872.0,1047043.8323,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 17:10:00,3.215,3.2278,3.2017,3.22,400744.0,1287955.8222,2688.0,218652.0,702633.7262,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 17:25:00,3.22,3.2295,3.1773,3.1834,331468.0,1062900.0671,2949.0,162205.0,520042.3284,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 17:40:00,3.1849,3.1894,3.1671,3.17,390358.0,1240754.003,3027.0,175652.0,558397.7520999999,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 17:55:00,3.1702,3.1816,3.1611,3.1753,211317.0,669986.8914000001,2011.0,105875.0,335736.0467,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 18:10:00,3.1762,3.1982,3.1746,3.1834,194697.0,620046.2178,1857.0,118311.0,376731.4469,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 18:25:00,3.1838,3.2158,3.1749,3.1749,731146.0,2334747.6168,4748.0,317334.0,1013543.7167,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 18:40:00,3.1753,3.1827,3.1661,3.1818,578384.0,1835777.9628,4260.0,304470.0,966507.4733,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 18:55:00,3.1828,3.1986,3.1651,3.1689999999999996,398065.0,1265885.1879,3049.0,198434.0,630965.0397000001,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 19:10:00,3.1684,3.1834,3.1563,3.1788,388182.0,1230042.2661,3509.0,177361.0,562032.7531,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 19:25:00,3.1794,3.1815,3.1439,3.1495,341154.0,1077685.0087,3051.0,145478.0,459400.3957,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 19:40:00,3.1495,3.1658,3.1168,3.1581,944666.0,2965326.1617,7788.0,483568.0,1517139.8511,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 19:55:00,3.1575,3.2287,3.1478,3.2137,945313.0,3022372.3012,9823.0,521245.0,1666683.219,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 20:10:00,3.2142,3.2291,3.1948,3.2272,674080.0,2168750.5055,5958.0,360998.0,1161511.8406,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 20:25:00,3.2265,3.23,3.1843,3.1903,439117.0,1407096.2547,4555.0,181027.0,580099.4319,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 20:40:00,3.1905,3.197,3.1705,3.1778,460175.0,1465063.0165,4071.0,277756.0,884138.9010999999,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 20:55:00,3.1779,3.18,3.159,3.1685,703337.0,2228783.4714,4667.0,392378.0,1243432.8993,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 21:10:00,3.1689,3.1848,3.1453,3.1487,712791.0,2256910.3878,4308.0,377607.0,1195531.5011999998,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 21:25:00,3.1485,3.1603,3.1207,3.1239999999999997,453478.0,1423854.176,3883.0,207222.0,650796.9737,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 21:40:00,3.123,3.1507,3.112,3.1489,453547.0,1419006.7287,3809.0,225465.0,705355.4233,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 21:55:00,3.1488,3.1519999999999997,3.1252,3.1416,427361.0,1341313.8451,2843.0,205458.0,644732.1982,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 22:10:00,3.1412,3.1443,3.0988,3.1097,490017.0,1528216.9693,3986.0,217099.0,677645.0457,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
2021-12-14 22:25:00,3.1108,3.1351,3.0952,3.1317,345520.0,1076759.2384,2611.0,156159.0,486866.9738,,real_signal_none,[20],15m,-5m,son3,MANAUSD_PERP
